sigla_provincia;codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq;codice_sovracomunale
ME;083088;"Sant'Angelo di Brolo";"Sant'Angelo di Brolo";;NO;I283;38,1131050;14,8821434;30,3859;283
ME;083089;"Santa Teresa di Riva";"Santa Teresa di Riva";;NO;I311;37,9456139;15,3679381;8,1175;283
ME;083090;"San Teodoro";"San Teodoro";;NO;I328;37,8477070;14,6993658;13,9740;283
ME;083091;"Santo Stefano di Camastra";"Santo Stefano di Camastra";;NO;I370;38,0162489;14,3483199;21,9173;283
ME;083092;Saponara;Saponara;;NO;I420;38,1937712;15,4342465;26,2623;283
ME;083093;Savoca;Savoca;;NO;I477;37,9559746;15,3397828;9,0755;283
ME;083094;"Scaletta Zanclea";"Scaletta Zanclea";;NO;I492;38,0427580;15,4593190;4,7618;283
ME;083095;Sinagra;Sinagra;;NO;I747;38,0831398;14,8495202;24,0270;283
ME;083096;Spadafora;Spadafora;;NO;I881;38,2219818;15,3741288;10,5246;283
ME;083097;Taormina;Taormina;;NO;L042;37,8510327;15,2830750;13,1331;283
ME;083098;Torregrotta;Torregrotta;;NO;L271;38,1915595;15,3523075;4,1260;283
ME;083099;Tortorici;Tortorici;;NO;L308;38,0304426;14,8248560;70,5008;283
ME;083100;Tripi;Tripi;;NO;L431;38,0492397;15,0994219;54,6669;283
ME;083101;Tusa;Tusa;;NO;L478;37,9844705;14,2385207;41,0737;283
ME;083102;Ucria;Ucria;;NO;L482;38,0455290;14,8809137;26,2643;283
ME;083103;Valdina;Valdina;;NO;L561;38,1934030;15,3707298;2,6016;283
ME;083104;Venetico;Venetico;;NO;L735;38,2189586;15,3647899;4,5170;283
ME;083105;"Villafranca Tirrena";"Villafranca Tirrena";;NO;L950;38,2353590;15,4324910;14,2458;283
ME;083106;"Terme Vigliatore";"Terme Vigliatore";;NO;M210;38,1366306;15,1624029;13,2280;283
ME;083107;Acquedolci;Acquedolci;;NO;M211;38,0562630;14,5880545;12,9304;283
ME;083108;Torrenova;Torrenova;;NO;M286;38,0910284;14,6773322;12,9268;283
AG;084001;Agrigento;Agrigento;;SI;A089;37,3096024;13,5845684;243,5037;084
AG;084002;"Alessandria della Rocca";"Alessandria della Rocca";;NO;A181;37,5696297;13,4534821;62,2395;084
AG;084003;Aragona;Aragona;;NO;A351;37,4023233;13,6177823;74,7691;084
AG;084004;Bivona;Bivona;;NO;A896;37,6180053;13,4403942;88,5732;084
AG;084005;Burgio;Burgio;;NO;B275;37,5987656;13,2895311;42,2307;084
AG;084006;Calamonaci;Calamonaci;;NO;B377;37,5252364;13,2908970;32,8901;084
AG;084007;Caltabellotta;Caltabellotta;;NO;B427;37,5767978;13,2156442;124,0870;084
AG;084008;Camastra;Camastra;;NO;B460;37,2520482;13,7937666;16,3155;084
AG;084009;Cammarata;Cammarata;;NO;B486;37,6326245;13,6379709;192,4530;084
AG;084010;"Campobello di Licata";"Campobello di Licata";;NO;B520;37,2596745;13,9188827;81,3276;084
AG;084011;Canicattì;Canicattì;;NO;B602;37,3601311;13,8499839;91,8595;084
AG;084012;Casteltermini;Casteltermini;;NO;C275;37,5407047;13,6433966;99,9816;084
AG;084013;Castrofilippo;Castrofilippo;;NO;C341;37,3485820;13,7501767;18,0752;084
AG;084014;"Cattolica Eraclea";"Cattolica Eraclea";;NO;C356;37,4394212;13,3953936;62,1638;084
AG;084015;Cianciana;Cianciana;;NO;C668;37,5173412;13,4352519;38,0815;084
AG;084016;Comitini;Comitini;;NO;C928;37,4085017;13,6436136;21,8900;084
AG;084017;Favara;Favara;;NO;D514;37,3106013;13,6564564;83,6201;084
AG;084018;Grotte;Grotte;;NO;E209;37,4024414;13,6991729;23,9760;084
AG;084019;"Joppolo Giancaxio";"Joppolo Giancaxio";;NO;E390;37,3876382;13,5540913;19,1421;084
AG;084020;"Lampedusa e Linosa";"Lampedusa e Linosa";;NO;E431;35,5018240;12,6098342;25,2217;084
AG;084021;Licata;Licata;;NO;E573;37,1014565;13,9371761;179,9535;084
AG;084022;"Lucca Sicula";"Lucca Sicula";;NO;E714;37,5783506;13,3067011;18,6320;084
AG;084023;Menfi;Menfi;;NO;F126;37,5981198;12,9664056;113,5780;084
AG;084024;Montallegro;Montallegro;;NO;F414;37,3909815;13,3506733;27,4124;084
AG;084025;Montevago;Montevago;;NO;F655;37,7025190;12,9901717;32,9092;084
AG;084026;Naro;Naro;;NO;F845;37,2959553;13,7920346;207,4873;084
AG;084027;"Palma di Montechiaro";"Palma di Montechiaro";;NO;G282;37,1915666;13,7636683;77,0626;084
AG;084028;"Porto Empedocle";"Porto Empedocle";;NO;F299;37,2883565;13,5274606;25,2257;084
AG;084029;Racalmuto;Racalmuto;;NO;H148;37,4076057;13,7314106;68,1009;084
AG;084030;Raffadali;Raffadali;;NO;H159;37,4047897;13,5310878;22,2987;084
AG;084031;Ravanusa;Ravanusa;;NO;H194;37,2681275;13,9724745;49,5006;084
AG;084032;Realmonte;Realmonte;;NO;H205;37,3066971;13,4627851;20,3693;084
AG;084033;Ribera;Ribera;;NO;H269;37,5037148;13,2686515;118,5210;084
AG;084034;"Sambuca di Sicilia";"Sambuca di Sicilia";;NO;H743;37,6473161;13,1107201;96,3715;084
AG;084035;"San Biagio Platani";"San Biagio Platani";;NO;H778;37,5088862;13,5242218;42,6663;084
AG;084036;"San Giovanni Gemini";"San Giovanni Gemini";;NO;H914;37,6298401;13,6411954;26,5594;084
AG;084037;"Santa Elisabetta";"Santa Elisabetta";;NO;I185;37,4314776;13,5548984;16,1674;084
AG;084038;"Santa Margherita di Belice";"Santa Margherita di Belice";;NO;I224;37,6918686;13,0240186;67,2752;084
AG;084039;"Sant'Angelo Muxaro";"Sant'Angelo Muxaro";;NO;I290;37,4790811;13,5442697;64,5212;084
AG;084040;"Santo Stefano Quisquina";"Santo Stefano Quisquina";;NO;I356;37,6245936;13,4903137;85,5183;084
AG;084041;Sciacca;Sciacca;;NO;I533;37,5076652;13,0829203;191,6678;084
AG;084042;Siculiana;Siculiana;;NO;I723;37,3363763;13,4200364;40,9909;084
AG;084043;"Villafranca Sicula";"Villafranca Sicula";;NO;L944;37,5867282;13,2909291;17,6292;084
CL;085001;"Acquaviva Platani";"Acquaviva Platani";;NO;A049;37,5715991;13,7001362;14,6333;085
CL;085002;Bompensiere;Bompensiere;;NO;A957;37,4725272;13,7806331;19,9464;085
CL;085003;Butera;Butera;;NO;B302;37,1863205;14,1862754;298,5222;085
CL;085004;Caltanissetta;Caltanissetta;;SI;B429;37,4920259;14,0618427;421,2465;085
CL;085005;Campofranco;Campofranco;;NO;B537;37,5119041;13,7125461;36,1130;085
CL;085006;Delia;Delia;;NO;D267;37,3559513;13,9276184;12,3988;085
CL;085007;Gela;Gela;;NO;D960;37,0653433;14,2503423;279,2195;085
CL;085008;Marianopoli;Marianopoli;;NO;E953;37,5987279;13,9150739;13,0705;085
CL;085009;Mazzarino;Mazzarino;;NO;F065;37,3048920;14,2142365;295,5893;085
CL;085010;Milena;Milena;;NO;E618;37,4713463;13,7362730;24,6266;085
CL;085011;Montedoro;Montedoro;;NO;F489;37,4536301;13,8163706;14,5331;085
CL;085012;Mussomeli;Mussomeli;;NO;F830;37,5801194;13,7540191;164,4247;085
CL;085013;Niscemi;Niscemi;;NO;F899;37,1451712;14,3850320;96,8171;085
CL;085014;Resuttano;Resuttano;;NO;H245;37,6800247;14,0310463;38,2733;085
CL;085015;Riesi;Riesi;;NO;H281;37,2832744;14,0821991;66,9953;085
CL;085016;"San Cataldo";"San Cataldo";;NO;H792;37,4870559;13,9904720;72,7746;085
CL;085017;"Santa Caterina Villarmosa";"Santa Caterina Villarmosa";;NO;I169;37,5916453;14,0318829;75,8139;085
CL;085018;Serradifalco;Serradifalco;;NO;I644;37,4564310;13,8825015;41,9382;085
CL;085019;Sommatino;Sommatino;;NO;I824;37,3337555;13,9912158;34,7565;085
CL;085020;Sutera;Sutera;;NO;L016;37,5254765;13,7312981;35,5836;085
CL;085021;"Vallelunga Pratameno";"Vallelunga Pratameno";;NO;L609;37,6801031;13,8304646;39,3738;085
CL;085022;Villalba;Villalba;;NO;L959;37,6548730;13,8439260;41,8177;085
EN;086001;Agira;Agira;;NO;A070;37,6571089;14,5237881;164,0807;086
EN;086002;Aidone;Aidone;;NO;A098;37,4158957;14,4478835;210,7759;086
EN;086003;Assoro;Assoro;;NO;A478;37,6280588;14,4240789;112,1499;086
EN;086004;Barrafranca;Barrafranca;;NO;A676;37,3727424;14,2038710;53,7120;086
EN;086005;Calascibetta;Calascibetta;;NO;B381;37,5894535;14,2730833;89,1179;086
EN;086006;Catenanuova;Catenanuova;;NO;C353;37,5678206;14,6914502;11,2247;086
EN;086007;Centuripe;Centuripe;;NO;C471;37,6202062;14,7414226;174,1946;086
EN;086008;Cerami;Cerami;;NO;C480;37,8102492;14,5063637;95,0465;086
EN;086009;Enna;Enna;;SI;C342;37,5669523;14,2790865;358,7437;086
EN;086010;"Gagliano Castelferrato";"Gagliano Castelferrato";;NO;D849;37,7102162;14,5355764;56,2367;086
EN;086011;Leonforte;Leonforte;;NO;E536;37,6390783;14,3920586;84,3917;086
EN;086012;Nicosia;Nicosia;;NO;F892;37,7479498;14,3985399;218,5057;086
EN;086013;Nissoria;Nissoria;;NO;F900;37,6550535;14,4493560;61,8245;086
EN;086014;"Piazza Armerina";"Piazza Armerina";;NO;G580;37,3841015;14,3660284;304,5376;086
EN;086015;Pietraperzia;Pietraperzia;;NO;G624;37,4215277;14,1369063;118,1099;086
EN;086016;Regalbuto;Regalbuto;;NO;H221;37,6525228;14,6407897;170,2924;086
EN;086017;Sperlinga;Sperlinga;;NO;I891;37,7647984;14,3533642;59,1390;086
EN;086018;Troina;Troina;;NO;L448;37,7849166;14,6004405;168,2777;086
EN;086019;"Valguarnera Caropepe";"Valguarnera Caropepe";;NO;L583;37,4965730;14,3881559;9,4134;086
EN;086020;Villarosa;Villarosa;;NO;M011;37,5878130;14,1742270;54,8920;086
CT;087001;"Aci Bonaccorsi";"Aci Bonaccorsi";;NO;A025;37,5977900;15,1085988;1,7242;287
CT;087002;"Aci Castello";"Aci Castello";;NO;A026;37,5557140;15,1452247;8,7058;287
CT;087003;"Aci Catena";"Aci Catena";;NO;A027;37,6025781;15,1422331;8,5219;287
CT;087004;Acireale;Acireale;;NO;A028;37,6120473;15,1662793;40,4413;287
CT;087005;"Aci Sant'Antonio";"Aci Sant'Antonio";;NO;A029;37,6059138;15,1258443;14,3333;287
CT;087006;Adrano;Adrano;;NO;A056;37,6617107;14,8326793;83,2208;287
CT;087007;Belpasso;Belpasso;;NO;A766;37,5912846;14,9770400;166,3264;287
CT;087008;Biancavilla;Biancavilla;;NO;A841;37,6411531;14,8695329;70,2753;287
CT;087009;Bronte;Bronte;;NO;B202;37,7874171;14,8328915;250,8569;287
CT;087010;Calatabiano;Calatabiano;;NO;B384;37,8232278;15,2277413;26,4172;287
CT;087011;Caltagirone;Caltagirone;;NO;B428;37,2379771;14,5127363;383,3735;287
CT;087012;"Camporotondo Etneo";"Camporotondo Etneo";;NO;B561;37,5672962;15,0059499;6,5540;287
CT;087013;"Castel di Iudica";"Castel di Iudica";;NO;C091;37,4943327;14,6494415;103,2097;287
CT;087014;"Castiglione di Sicilia";"Castiglione di Sicilia";;NO;C297;37,8826039;15,1223819;118,9022;287
CT;087015;Catania;Catania;;SI;C351;37,5027731;15,0870388;182,7960;287
CT;087016;"Fiumefreddo di Sicilia";"Fiumefreddo di Sicilia";;NO;D623;37,7928293;15,2081929;12,1599;287
CT;087017;Giarre;Giarre;;NO;E017;37,7299350;15,1844955;27,3544;287
CT;087018;Grammichele;Grammichele;;NO;E133;37,2148965;14,6372289;32,0655;287
CT;087019;"Gravina di Catania";"Gravina di Catania";;NO;E156;37,5604777;15,0621181;5,1302;287
CT;087020;"Licodia Eubea";"Licodia Eubea";;NO;E578;37,1556186;14,7033109;112,4453;287
CT;087021;Linguaglossa;Linguaglossa;;NO;E602;37,8406327;15,1439999;60,2466;287
CT;087022;Maletto;Maletto;;NO;E854;37,8294003;14,8662810;40,9571;287
CT;087023;Mascali;Mascali;;NO;F004;37,7573938;15,1953500;37,8462;287
CT;087024;Mascalucia;Mascalucia;;NO;F005;37,5729538;15,0530131;16,3066;287
CT;087025;"Militello in Val di Catania";"Militello in Val di Catania";;NO;F209;37,2746975;14,7939895;62,4748;287
CT;087026;Milo;Milo;;NO;F214;37,7232425;15,1160571;16,6713;287
CT;087027;Mineo;Mineo;;NO;F217;37,2647665;14,6911031;245,2684;287
CT;087028;"Mirabella Imbaccari";"Mirabella Imbaccari";;NO;F231;37,3243280;14,4460248;15,3009;287
CT;087029;Misterbianco;Misterbianco;;NO;F250;37,5207400;15,0063638;37,6868;287
CT;087030;"Motta Sant'Anastasia";"Motta Sant'Anastasia";;NO;F781;37,5119963;14,9697592;35,6999;287
CT;087031;Nicolosi;Nicolosi;;NO;F890;37,6140360;15,0267053;42,6505;287
CT;087032;Palagonia;Palagonia;;NO;G253;37,3275519;14,7457557;57,7851;287
CT;087033;Paternò;Paternò;;NO;G371;37,5768631;14,9025104;144,6802;287
CT;087034;Pedara;Pedara;;NO;G402;37,6171007;15,0602075;19,2394;287
CT;087035;"Piedimonte Etneo";"Piedimonte Etneo";;NO;G597;37,8075674;15,1782057;26,5431;287
CT;087036;Raddusa;Raddusa;;NO;H154;37,4728131;14,5317237;23,3861;287
CT;087037;Ramacca;Ramacca;;NO;H168;37,3847654;14,6937748;306,4331;287
CT;087038;Randazzo;Randazzo;;NO;H175;37,8778084;14,9460456;205,6137;287
CT;087039;Riposto;Riposto;;NO;H325;37,7317167;15,2038266;13,2139;287
CT;087040;"San Cono";"San Cono";;NO;H805;37,2898337;14,3659970;6,6313;287
CT;087041;"San Giovanni la Punta";"San Giovanni la Punta";;NO;H922;37,5769637;15,0942885;10,8496;287
CT;087042;"San Gregorio di Catania";"San Gregorio di Catania";;NO;H940;37,5647800;15,1084511;5,6490;287
CT;087043;"San Michele di Ganzaria";"San Michele di Ganzaria";;NO;I035;37,2793597;14,4261085;25,8122;287
CT;087044;"San Pietro Clarenza";"San Pietro Clarenza";;NO;I098;37,5722306;15,0241851;6,2721;287
CT;087045;"Sant'Agata li Battiati";"Sant'Agata li Battiati";;NO;I202;37,5585423;15,0802215;3,1180;287
CT;087046;Sant'Alfio;Sant'Alfio;;NO;I216;37,7439716;15,1441058;25,8595;287
CT;087047;"Santa Maria di Licodia";"Santa Maria di Licodia";;NO;I240;37,6160746;14,8873898;26,2767;287
CT;087048;"Santa Venerina";"Santa Venerina";;NO;I314;37,6868726;15,1388679;19,0259;287
CT;087049;Scordia;Scordia;;NO;I548;37,2963863;14,8460821;24,3092;287
CT;087050;Trecastagni;Trecastagni;;NO;L355;37,6168974;15,0791935;19,1562;287
CT;087051;"Tremestieri Etneo";"Tremestieri Etneo";;NO;L369;37,5757319;15,0721359;6,4902;287
CT;087052;Valverde;Valverde;;NO;L658;37,5788996;15,1248148;5,5218;287
CT;087053;Viagrande;Viagrande;;NO;L828;37,6104821;15,0963204;10,0944;287
CT;087054;Vizzini;Vizzini;;NO;M100;37,1609224;14,7485094;126,7508;287
CT;087055;"Zafferana Etnea";"Zafferana Etnea";;NO;M139;37,6946063;15,1033674;76,8653;287
CT;087056;Mazzarrone;Mazzarrone;;NO;M271;37,0838950;14,5615875;34,7833;287
CT;087057;Maniace;Maniace;;NO;M283;37,8619093;14,8077456;37,7004;287
CT;087058;Ragalna;Ragalna;;NO;M287;37,6300252;14,9391357;39,5280;287
RG;088001;Acate;Acate;;NO;A014;37,0262889;14,4937210;102,4684;088
RG;088002;"Chiaramonte Gulfi";"Chiaramonte Gulfi";;NO;C612;37,0314647;14,7012591;127,3740;088
RG;088003;Comiso;Comiso;;NO;C927;36,9455447;14,6046778;65,4008;088
RG;088004;Giarratana;Giarratana;;NO;E016;37,0481644;14,7930230;43,6296;088
RG;088005;Ispica;Ispica;;NO;E366;36,7860646;14,9035161;113,7530;088
RG;088006;Modica;Modica;;NO;F258;36,8587337;14,7613518;292,3698;088
RG;088007;"Monterosso Almo";"Monterosso Almo";;NO;F610;37,0887725;14,7625599;56,5500;088
RG;088008;Pozzallo;Pozzallo;;NO;G953;36,7264784;14,8461474;15,3764;088
RG;088009;Ragusa;Ragusa;;SI;H163;36,9249795;14,7306908;444,7079;088
RG;088010;"Santa Croce Camerina";"Santa Croce Camerina";;NO;I178;36,8284215;14,5254320;41,0850;088
RG;088011;Scicli;Scicli;;NO;I535;36,7934776;14,7058951;138,7215;088
RG;088012;Vittoria;Vittoria;;NO;M088;36,9486752;14,5379983;182,4725;088
SR;089001;Augusta;Augusta;;NO;A494;37,2304973;15,2194319;111,1579;089
SR;089002;Avola;Avola;;NO;A522;36,9082792;15,1354349;74,5914;089
SR;089003;Buccheri;Buccheri;;NO;B237;37,1264012;14,8504599;57,8310;089
SR;089004;Buscemi;Buscemi;;NO;B287;37,0851232;14,8841471;52,0509;089
SR;089005;"Canicattini Bagni";"Canicattini Bagni";;NO;B603;37,0348786;15,0617299;15,0628;089
SR;089006;Carlentini;Carlentini;;NO;B787;37,2758692;15,0147619;158,9089;089
SR;089007;Cassaro;Cassaro;;NO;C006;37,1051174;14,9476361;19,6155;089
SR;089008;Ferla;Ferla;;NO;D540;37,1185029;14,9414568;24,8976;089
SR;089009;Floridia;Floridia;;NO;D636;37,0820044;15,1528828;26,4772;089
SR;089010;Francofonte;Francofonte;;NO;D768;37,2306729;14,8801194;74,2007;089
SR;089011;Lentini;Lentini;;NO;E532;37,2844058;14,9993278;216,7816;089
SR;089012;Melilli;Melilli;;NO;F107;37,1783994;15,1267460;136,4172;089
SR;089013;Noto;Noto;;NO;F943;36,8915837;15,0666935;554,9841;089
SR;089014;Pachino;Pachino;;NO;G211;36,7159718;15,0931428;50,9828;089
SR;089015;"Palazzolo Acreide";"Palazzolo Acreide";;NO;G267;37,0617697;14,9038176;87,5343;089
SR;089016;Rosolini;Rosolini;;NO;H574;36,8202316;14,9535222;76,4685;089
SR;089017;Siracusa;Siracusa;;SI;I754;37,0598065;15,2933233;207,8248;089
SR;089018;Solarino;Solarino;;NO;I785;37,1011332;15,1190907;13,0204;089
SR;089019;Sortino;Sortino;;NO;I864;37,1624595;15,0328262;93,3295;089
SR;089020;"Portopalo di Capo Passero";"Portopalo di Capo Passero";;NO;M257;36,6832103;15,1339572;15,0908;089
SR;089021;"Priolo Gargallo";"Priolo Gargallo";;NO;M279;37,1593105;15,1882846;56,9645;089
SS;090001;Aggius;Aggius;;NO;A069;40,9675483;9,0277380;86,3046;090
SS;090002;"Alà dei Sardi";"Alà dei Sardi";;NO;A115;40,6787806;9,3430908;197,9892;090
SS;090003;Alghero;Alghero;;NO;A192;40,5483691;8,3260820;225,4113;090
SS;090004;Anela;Anela;;NO;A287;40,4434770;9,0566642;36,8902;090
SS;090005;Ardara;Ardara;;NO;A379;40,6238210;8,8092638;38,1886;090
SS;090006;Arzachena;Arzachena;;NO;A453;41,0906938;9,4112254;230,8505;090
SS;090007;Banari;Banari;;NO;A606;40,5719102;8,6975309;21,2509;090
SS;090008;Benetutti;Benetutti;;NO;A781;40,4557269;9,1682826;94,4460;090
SS;090009;Berchidda;Berchidda;;NO;A789;40,7905753;9,2082544;201,8768;090
SS;090010;Bessude;Bessude;;NO;A827;40,5556135;8,7272210;26,7940;090
SS;090011;Bonnanaro;Bonnanaro;;NO;A976;40,5323969;8,7663835;21,8441;090
SS;090012;Bono;Bono;;NO;A977;40,4168385;9,0297523;74,5393;090
SS;090013;Bonorva;Bonorva;;NO;A978;40,4169126;8,7685315;149,7440;090
SS;090014;Bortigiadas;Bortigiadas;;NO;B063;40,8807863;8,9926227;75,8973;090
SS;090015;Borutta;Borutta;;NO;B064;40,5222095;8,7437421;4,7583;090
SS;090016;Bottidda;Bottidda;;NO;B094;40,3906007;9,0069729;33,7144;090
SS;090017;Buddusò;Buddusò;;NO;B246;40,5981265;9,2602230;176,8381;090
SS;090018;Bultei;Bultei;;NO;B264;40,4570075;9,0614866;96,8314;090
SS;090019;Bulzi;Bulzi;;NO;B265;40,8479798;8,8297338;21,6697;090
SS;090020;Burgos;Burgos;;NO;B276;40,3905476;8,9936854;18,0770;090
SS;090021;Calangianus;Calangianus;;NO;B378;40,9061470;9,2419918;126,8371;090
SS;090022;Cargeghe;Cargeghe;;NO;B772;40,6674862;8,6160697;12,0464;090
SS;090023;Castelsardo;Castelsardo;;NO;C272;40,9157603;8,7133303;43,3436;090
SS;090024;Cheremule;Cheremule;;NO;C600;40,5060355;8,7251408;24,2502;090
SS;090025;Chiaramonti;Chiaramonti;;NO;C613;40,7517558;8,8200010;98,6116;090
SS;090026;Codrongianos;Codrongianos;;NO;C818;40,6580349;8,6800998;30,3907;090
SS;090027;Cossoine;Cossoine;;NO;D100;40,4313624;8,7125928;39,1704;090
SS;090028;Esporlatu;Esporlatu;;NO;D441;40,3859128;8,9906592;18,4001;090
SS;090029;Florinas;Florinas;;NO;D637;40,6478654;8,6657013;36,0608;090
SS;090030;Giave;Giave;;NO;E019;40,4519488;8,7505429;47,0662;090
SS;090031;Illorai;Illorai;;NO;E285;40,3543714;9,0021059;57,1904;090
SS;090032;Ittireddu;Ittireddu;;NO;E376;40,5439239;8,9020597;23,6867;090
SS;090033;Ittiri;Ittiri;;NO;E377;40,5940728;8,5688078;111,4578;090
SS;090034;Laerru;Laerru;;NO;E401;40,8181871;8,8359758;19,8495;090
SS;090035;"La Maddalena";"La Maddalena";;NO;E425;41,2273189;9,4211255;51,6732;090
SS;090036;Luogosanto;Luogosanto;;NO;E747;41,0653033;9,2123834;135,0697;090
SS;090037;Luras;Luras;;NO;E752;40,9814290;9,1909134;87,5852;090
SS;090038;Mara;Mara;;NO;E902;40,4106324;8,6369062;18,6434;090
SS;090039;Martis;Martis;;NO;E992;40,7788296;8,8086627;22,9593;090
SS;090040;"Monteleone Rocca Doria";"Monteleone Rocca Doria";;NO;F542;40,4718095;8,5599380;13,3858;090
SS;090041;Monti;Monti;;NO;F667;40,7967720;9,3568427;123,8220;090
SS;090042;Mores;Mores;;NO;F721;40,5493755;8,8336742;94,8547;090
SS;090043;Muros;Muros;;NO;F818;40,6790413;8,6152907;11,2256;090
SS;090044;"Nughedu San Nicolò";"Nughedu San Nicolò";;NO;F975;40,5562027;9,0220643;67,8938;090
SS;090045;Nule;Nule;;NO;F976;40,4608384;9,1872889;51,9467;090
SS;090046;Nulvi;Nulvi;;NO;F977;40,7805171;8,7445741;67,3750;090
SS;090047;Olbia;Olbia;;NO;G015;40,9231699;9,4798536;383,6361;090
SS;090048;Olmedo;Olmedo;;NO;G046;40,6499728;8,3826213;33,4655;090
SS;090049;Oschiri;Oschiri;;NO;G153;40,7271082;9,1017571;215,6111;090
SS;090050;Osilo;Osilo;;NO;G156;40,7439600;8,6713260;98,0310;090
SS;090051;Ossi;Ossi;;NO;G178;40,6762779;8,5906743;30,0898;090
SS;090052;Ozieri;Ozieri;;NO;G203;40,5849099;8,9983813;252,1279;090
SS;090053;Padria;Padria;;NO;G225;40,3979380;8,6304405;48,3942;090
SS;090054;Palau;Palau;;NO;G258;41,1680253;9,3560292;44,4411;090
SS;090055;Pattada;Pattada;;NO;G376;40,5827459;9,1121026;164,8777;090
SS;090056;Perfugas;Perfugas;;NO;G450;40,8301791;8,8834732;60,8803;090
SS;090057;Ploaghe;Ploaghe;;NO;G740;40,6656678;8,7493043;96,2684;090
SS;090058;"Porto Torres";"Porto Torres";;NO;G924;40,8371672;8,4012288;104,5108;090
SS;090059;Pozzomaggiore;Pozzomaggiore;;NO;G962;40,3992524;8,6565765;78,7714;090
SS;090060;Putifigari;Putifigari;;NO;H095;40,5624480;8,4606582;53,1002;090
SS;090061;Romana;Romana;;NO;H507;40,4842799;8,5865565;21,5953;090
SS;090062;Aglientu;Aglientu;;NO;H848;41,0958539;9,1080231;148,1899;090
SS;090063;"Santa Teresa Gallura";"Santa Teresa Gallura";;NO;I312;41,2026054;9,2263769;102,2847;090
SS;090064;Sassari;Sassari;;SI;I452;40,7266126;8,5596676;547,0333;090
SS;090065;Sedini;Sedini;;NO;I565;40,8501151;8,8171574;40,5057;090
SS;090066;Semestene;Semestene;;NO;I598;40,3980979;8,7261182;39,5828;090
SS;090067;Sennori;Sennori;;NO;I614;40,7880806;8,5952654;31,3396;090
SS;090068;Siligo;Siligo;;NO;I732;40,5771742;8,7255670;43,4487;090
SS;090069;Sorso;Sorso;;NO;I863;40,7969137;8,5778558;67,0106;090
SS;090070;"Tempio Pausania";"Tempio Pausania";;NO;L093;40,9500831;9,1363421;210,8176;090
SS;090071;Thiesi;Thiesi;;NO;L158;40,5219484;8,7205804;63,2444;090
SS;090072;Tissi;Tissi;;NO;L180;40,6786820;8,5623733;10,2376;090
SS;090073;Torralba;Torralba;;NO;L235;40,5141844;8,7619807;36,5029;090
SS;090074;"Trinità d'Agultu e Vignola";"Trinità d'Agultu e Vignola";;NO;L428;41,0262730;8,9654626;134,0008;090
SS;090075;Tula;Tula;;NO;L464;40,7336650;8,9866843;66,1853;090
SS;090076;Uri;Uri;;NO;L503;40,6378522;8,4865029;56,8063;090
SS;090077;Usini;Usini;;NO;L509;40,6636504;8,5405676;30,7367;090
SS;090078;"Villanova Monteleone";"Villanova Monteleone";;NO;L989;40,5035062;8,4703820;202,6815;090
SS;090079;Valledoria;Valledoria;;NO;L604;40,9276942;8,8224550;25,9539;090
SS;090080;Telti;Telti;;NO;L088;40,8953597;9,3575166;83,2468;090
SS;090081;Badesi;Badesi;;NO;M214;40,9562286;8,8797347;31,3026;090
SS;090082;Viddalba;Viddalba;;NO;M259;40,9169949;8,8945756;50,4089;090
SS;090083;"Golfo Aranci";"Golfo Aranci";;NO;M274;40,9880219;9,5738137;37,4285;090
SS;090084;"Loiri Porto San Paolo";"Loiri Porto San Paolo";;NO;M275;40,8354164;9,5588265;118,5196;090
SS;090085;"Sant'Antonio di Gallura";"Sant'Antonio di Gallura";;NO;M276;40,9773266;9,3262772;81,6928;090
SS;090086;Tergu;Tergu;;NO;M282;40,8628455;8,7124085;36,8773;090
SS;090087;"Santa Maria Coghinas";"Santa Maria Coghinas";;NO;M284;40,9042333;8,8630923;22,9701;090
SS;090088;Erula;Erula;;NO;M292;40,7912681;8,9416869;39,3115;090
SS;090089;Stintino;Stintino;;NO;M290;40,9369331;8,2262946;59,0430;090
SS;090090;Padru;Padru;;NO;M301;40,7215650;9,5100531;157,9960;090
SS;090091;Budoni;Budoni;;NO;B248;40,7040503;9,6875992;54,2785;090
SS;090092;"San Teodoro";"San Teodoro";;NO;I329;40,7727325;9,6381231;107,5989;090
NU;091001;Aritzo;Aritzo;;NO;A407;39,9593107;9,1979496;75,5753;091
NU;091002;Arzana;Arzana;;NO;A454;39,8757208;9,4527421;162,4860;091
NU;091003;Atzara;Atzara;;NO;A492;39,9915990;9,0762953;35,9218;091
NU;091004;Austis;Austis;;NO;A503;40,0709733;9,0885002;50,8081;091
NU;091005;"Bari Sardo";"Bari Sardo";;NO;A663;39,8371258;9,6549892;37,4258;091
NU;091006;Baunei;Baunei;;NO;A722;40,0991607;9,6316439;211,8973;091
NU;091007;Belvì;Belvì;;NO;A776;39,9617185;9,1840835;18,1022;091
NU;091008;Birori;Birori;;NO;A880;40,2659795;8,8154948;17,3275;091
NU;091009;Bitti;Bitti;;NO;A895;40,4749947;9,3814808;215,3679;091
NU;091010;Bolotana;Bolotana;;NO;A948;40,3277949;8,9588939;108,4346;091
NU;091011;Borore;Borore;;NO;B056;40,2153405;8,8033175;42,6755;091
